        -1.8982e+00,  3.2858e+00,  2.3590e-01, -1.7745e-01,  1.0651e+00,
         2.0936e+00,  9.5073e+00,  5.4581e-01,  9.1486e+00,  4.0046e+00,
         6.0758e+00,  4.0776e+00, -1.5745e-01,  4.8562e+00,  1.0716e+01,
         6.9958e+00,  3.4100e+00, -9.3732e-01,  7.8514e+00,  4.6078e+00,
         7.5830e+00,  3.6673e+00,  9.0913e+00,  4.2513e+00,  5.4821e+00,
         4.9828e+00,  9.7271e+00,  2.5854e+00, -1.4439e-01,  5.6116e+00,
         4.9880e+00,  4.8142e+00,  2.7458e+00,  3.4881e+00,  7.8552e+00,
         2.1020e+00,  2.5395e+00, -8.1607e-01,  1.7541e+00, -3.0002e-01,
         2.3505e+00,  4.3674e-01, -3.5415e-01,  7.1334e+00,  7.7990e-02,
         4.7049e+00,  5.0477e+00, -1.3286e-01,  3.8881e+00,  6.6209e+00,
         6.7663e+00,  1.8982e+00, -3.9636e+00,  9.6480e+00,  4.6356e+00,
         2.4465e+00,  2.2246e+00,  3.9412e+00,  7.7159e+00,  5.0157e+00,
         3.6898e+00,  2.5894e+00,  2.4401e+00,  1.0618e+00,  3.2829e+00,
         2.1488e+00,  9.4879e+00,  2.8750e+00,  8.6289e+00,  3.0546e+00,
         6.0459e+00,  4.7626e+00,  1.0333e+01,  2.5971e+00,  4.3695e+00,
        -1.5647e+00,  1.0637e+01,  7.1486e+00, -1.7479e+00,  7.4038e+00,
         3.1110e+00,  1.2973e+00,  1.2208e+00,  2.5006e+00, -8.8079e-01,
         9.2870e-01, -3.1460e+00,  2.7933e+00, -3.2404e+00, -6.8772e-01,
         4.0219e+00,  1.0117e+01,  4.5117e+00,  3.9865e+00,  4.1856e+00,
         2.2744e+00,  1.3721e+00,  1.5804e+00,  2.3171e+00,  3.0446e+00,
         4.1112e+00,  8.9304e+00,  3.9324e+00, -7.3107e-01,  6.8494e+00,
         3.2035e+00,  6.2033e-02, -3.5995e+00,  2.5174e+00,  9.0700e+00,
         7.5203e+00,  4.7140e+00,  8.1936e+00,  8.3501e+00,  9.8498e+00,
         6.9483e+00,  4.6388e+00, -5.6329e-01,  4.7788e+00,  6.6310e+00,
         4.5506e+00,  3.2130e+00,  7.8241e+00,  2.3004e+00,  1.4546e+00,
         4.0917e+00,  2.8989e+00,  6.8842e+00,  8.6333e+00,  8.8146e+00,
         5.5032e+00,  2.6057e+00,  2.8114e+00, -1.5904e+00,  3.0885e+00,
         4.4969e+00,  7.6226e+00,  5.5929e+00,  5.3930e+00,  9.1942e+00,
         8.3832e+00,  5.6142e+00,  6.3302e+00,  5.2836e+00,  5.7309e+00,
         2.8318e+00,  1.5633e+00,  4.6334e-01,  5.1357e+00,  9.3566e+00,
         3.2374e+00,  4.9034e+00,  1.0715e+01,  2.9862e+00,  8.8090e+00,
         4.4398e+00, -2.4794e+00,  5.7667e-01,  1.5551e+00,  7.2038e+00,
         4.5971e+00,  1.7427e+00,  5.0261e+00,  1.8842e+00,  5.2170e+00,
         6.9108e+00,  2.0884e+00,  3.4618e+00,  1.2428e+00, -1.4223e-02,
        -2.1136e+00,  4.9218e+00,  1.3041e+00,  7.7453e+00,  7.6273e+00,
         5.3883e+00,  3.7005e+00,  5.3130e+00,  9.6896e+00,  3.4458e+00,
         1.0676e+01,  1.5929e+00,  7.0557e+00,  5.2298e+00,  5.2895e+00,
         5.2093e+00,  9.0869e+00,  8.6473e+00,  6.3732e+00,  3.8571e+00,
         1.0815e+01,  7.2940e+00,  4.9655e+00,  8.1302e+00,  3.6870e+00,
         1.0371e+01,  2.3501e+01,  1.1954e+01,  4.4760e+00, -2.2787e+00,
        -2.5845e+00, -5.7066e+00,  6.4971e+00,  4.1096e+00,  8.9207e+00,
         8.8984e+00,  8.8817e+00,  2.4179e+00,  6.4967e+00,  1.0091e+01,
         7.0153e+00,  2.9701e-01,  7.8922e-01,  2.6434e+00,  2.1827e+00,
         2.4894e+00,  5.5357e+00,  5.1747e+00, -4.0913e+00,  4.5888e+00,
         2.7205e+00,  1.1054e+00,  2.3747e+00,  1.0358e+01,  9.8764e+00,
         2.2090e+00,  6.6981e+00,  1.2680e-01,  5.8277e+00,  4.6754e+00,
         8.9832e+00,  5.6938e+00,  2.0234e+00,  2.2804e+00,  5.9914e+00,
         5.0710e+00, -8.6412e-01,  5.3318e+00,  2.5730e+00, -4.0473e+00,
         1.5708e+00, -2.2110e+00, -1.2576e+00,  4.9963e+00,  1.2542e+00,
        -5.5507e-01,  5.9748e+00,  3.2156e+00,  1.2347e+01, -3.0276e+00,
         9.8604e+00,  1.0157e+01,  6.8898e-01,  8.8370e+00,  1.6281e+00,
         4.2007e+00,  8.2639e-01,  5.3130e+00,  6.2836e+00,  1.7951e+00,
         6.2671e+00, -3.1340e+00,  1.9710e+00, -3.3333e+00,  8.9745e+00,
         6.2291e+00,  5.9253e+00,  3.6948e+00, -5.9942e-01,  7.4155e+00,
         6.2108e+00,  3.5044e-01, -4.3384e+00,  4.2636e+00,  5.6883e-01,
         6.7163e+00,  3.4977e+00,  4.9521e+00,  7.6090e+00,  1.8925e+00,
         1.1494e+01,  4.3000e+00,  9.2130e+00,  7.4875e-01,  2.2270e+00,
         7.8087e+00,  1.0713e+01,  2.8445e+00,  2.1745e+00,  2.7948e+00,
         3.7775e+00,  7.9836e+00,  4.3292e+00,  8.2020e+00,  4.1598e-01,
         7.7363e+00, -3.0468e+00, -3.5223e+00,  1.6619e+00,  5.2758e+00,
         9.2488e+00,  3.9769e+00,  4.2458e+00,  8.8769e+00, -1.1104e-01,
         5.4499e+00, -1.7374e+00, -9.5427e-01, -2.0063e+00, -3.4534e+00,
         1.9387e+00,  3.1737e+00, -2.2892e+00,  4.2457e+00,  1.9036e+00,
         1.3264e+00, -1.9394e-01, -5.9342e-01,  7.1393e-01,  3.2967e+00,
         6.5576e+00, -4.4120e+00, -2.2190e+00,  4.4803e-01,  9.5564e+00,
         9.7079e+00,  9.0292e+00,  4.4780e+00,  4.6557e+00,  5.7719e+00,
         3.1669e+00,  6.7191e+00,  6.4329e+00,  8.1412e+00,  1.2452e+01,
         6.9381e+00,  5.7608e+00, -1.0368e-01,  6.8113e+00,  5.3706e+00,
         6.4872e+00,  3.3445e+00,  6.3176e+00,  8.5830e+00,  4.6477e+00,
         7.3301e+00,  3.3806e+00,  2.9147e+00,  3.0894e+00,  9.2001e+00,
         5.2549e+00,  8.3527e+00,  2.7290e+00, -3.3977e+00,  9.0480e+00,
         3.7165e+00,  6.2835e-01,  9.2766e+00,  6.9130e+00,  3.8250e-02,
        -6.8435e+00, -1.5434e+00, -4.9479e+00,  7.0670e+00,  9.3871e+00,
         5.6324e+00,  1.0355e+01,  3.5230e+00,  8.5063e+00,  6.6206e+00,
         8.0047e+00,  5.2595e+00,  1.3227e-01, -7.6026e-01,  1.0298e+01,
         3.6911e+00, -1.7396e+00,  3.9435e+00,  9.7664e+00,  3.7011e+00,
         3.6126e+00,  3.9992e+00,  4.1635e-01,  4.5119e+00,  2.6074e+00,
         2.7708e+00,  1.8649e+00,  1.6092e+00,  1.9781e+00,  2.6434e+00,
         7.7519e+00,  7.8002e+00,  2.8388e+00,  5.8851e+00,  3.5398e+00,
         4.6935e+00,  7.5089e+00,  8.1316e+00,  6.0032e+00,  6.1366e+00,
         7.3558e+00,  9.2502e-01,  6.8482e+00,  9.1781e+00, -1.2568e+00,
         5.2005e+00,  2.5685e+00, -2.2898e+00,  2.8914e+00,  7.9822e+00,
         1.8009e+00,  7.5374e+00,  2.7854e+00,  5.4913e+00,  2.6305e+00,
         7.8198e+00,  6.7714e+00, -7.0971e+00,  3.5727e+00,  5.0832e+00,
         3.6054e+00, -8.0418e-01,  2.9069e+00,  6.0385e+00,  2.4691e+00,
         6.1973e+00,  8.8766e-01,  3.5116e+00, -1.7696e-01, -4.5392e+00,
         6.5327e+00,  7.6514e+00,  1.1614e+01,  1.7382e-01,  2.8037e+00,
         4.6041e+00,  6.5763e+00,  5.3949e+00,  2.2817e+00,  8.4231e+00,
         1.7635e+00,  4.2763e+00,  5.1050e+00,  4.2397e+00,  6.6339e+00,
        -5.5917e+00,  3.0463e+00,  4.3213e+00,  5.2457e+00,  5.3721e+00,
         2.4523e+00,  9.6550e+00,  3.8551e+00,  8.2236e-01, -1.4354e+00,
         1.7249e+00, -1.1983e+00,  8.1077e+00, -5.4817e-01,  7.2081e+00,
         4.7428e+00,  4.1964e+00,  7.9092e+00,  3.6053e+00,  8.4629e+00,
         5.6020e+00,  2.0549e+00,  3.8086e+00,  2.1417e+00,  7.0966e+00,
         5.9335e+00, -5.1880e+00,  2.7248e+00,  2.5871e-01,  1.1445e+00,
         2.7887e+00,  2.9724e+00,  3.1914e+00,  2.6197e+00,  6.5662e+00,
         1.9086e+00,  7.4944e+00,  8.6365e+00,  6.4046e+00,  7.7915e+00,
        -2.7401e+00,  6.6690e+00,  1.1670e+01,  6.6247e+00,  5.5058e+00,
        -5.1068e+00, -5.2715e+00,  2.4906e+00,  1.5412e+00,  1.0729e+01,
         1.0395e+01,  9.6767e+00,  9.5618e+00,  1.7934e+00,  1.0111e+01,
         9.7729e+00,  5.2523e+00, -4.9812e+00,  8.7869e+00,  8.5732e+00,
         5.7218e+00,  8.0668e+00,  5.4582e+00,  3.2895e+00, -1.8404e+00,
         7.1438e+00,  1.6588e+00,  8.9357e+00,  1.0985e+01,  1.2885e+00,
         1.5542e+01,  5.4943e+00,  2.3082e+00,  8.7229e+00,  7.9920e+00,
        -4.0037e+00,  6.0797e+00,  5.4494e+00,  5.1964e+00, -2.0709e+00,
         1.0612e+01,  9.6979e+00,  1.4668e+00, -3.2925e+00,  9.3027e+00,
         8.3945e-01,  2.0180e+00,  5.9184e+00, -6.7461e-01,  6.5184e+00,
         9.9287e-01,  6.3047e+00,  9.7305e+00,  1.4456e+01,  4.3310e+00,
         5.1465e+00,  2.0052e+00,  8.9357e+00,  7.4609e+00,  1.7658e+00,
         7.5140e+00, -1.5149e+00,  9.0840e+00,  5.2851e+00, -9.1397e-01,
         1.2655e+00,  3.8717e+00,  2.8369e+00,  4.7395e+00, -2.0874e-01,
         1.1287e+00,  3.5301e+00,  2.4103e+00, -9.0354e-01,  6.8672e-01,
         2.3739e+00,  2.6185e+00,  1.0658e+01,  1.0187e+01,  6.3529e+00,
        -2.2381e+00,  1.1863e+00,  2.4432e+00,  6.5043e+00,  8.9090e+00,
         7.3534e+00,  6.1078e-02,  4.4171e+00,  1.0453e+01,  2.8458e+00,
        -3.0146e+00, -3.5281e+00,  5.9565e+00,  8.9343e+00,  4.1324e+00,
         4.1159e+00,  8.9518e-01,  6.9392e+00,  4.6795e+00,  7.7649e+00,
         2.7179e+00,  2.6529e-02,  3.2980e+00, -1.6208e+00,  7.8399e+00,
         3.3690e+00,  7.6932e+00,  3.1001e+00, -2.5631e+00,  1.3056e+01,
         7.0350e+00,  5.4396e+00,  1.6917e+00,  1.0126e+01,  3.4870e-01,
         3.0661e+00,  4.0526e+00,  4.8653e+00,  5.5127e+00,  1.2658e+01,
         4.4178e+00, -2.2158e-01, -8.8150e-01, -9.1169e-01,  5.9578e+00,
         8.5106e+00,  5.4108e+00,  1.5970e+00,  7.0034e+00,  1.2384e+00,
         1.3686e+00,  5.0035e+00, -6.9490e-01,  1.0124e+01, -6.2621e+00,
         5.5056e+00,  3.8710e+00,  8.0793e+00,  2.3927e+00,  4.4171e+00,
         9.8146e+00,  1.3182e+01,  4.3303e+00,  8.8414e+00,  7.0394e+00,
         4.9038e+00, -1.6947e+00, -2.2531e+00,  4.8447e+00,  7.0134e+00,
         2.5794e+00,  2.1815e+00, -3.0502e-01,  3.5804e+00,  1.0427e+01,
         2.8533e+00,  1.0937e+01,  1.8044e+00,  6.9363e+00,  9.1591e+00,
         5.4702e+00,  4.6644e+00, -1.9238e+00,  5.6818e+00, -1.4218e-01,
         4.9880e+00,  8.6888e-02,  4.8056e+00,  8.3523e+00,  1.3185e+00,
         3.8076e+00, -2.9652e-01,  3.4214e+00,  8.0294e+00,  4.0983e+00,
         6.3212e+00,  4.9572e+00, -3.8672e+00,  6.4413e+00,  1.1602e+01,
         6.6025e+00,  8.6470e-01,  1.2867e+01,  9.2917e+00,  4.6675e+00,
         1.3325e+00,  1.0378e+01,  4.2857e+00,  6.8704e+00,  1.1785e+00,
         9.6114e+00,  3.0899e+00,  2.7400e+00,  6.2414e+00, -2.2277e+00,
         1.0718e+01,  4.2245e+00,  3.1269e+00,  7.0561e+00,  1.2148e+01,
         1.8838e+00,  5.2254e+00,  8.9924e-01,  6.5457e+00,  9.7063e-02,
         1.8150e+00,  5.8642e+00,  3.9281e+00,  6.0131e+00,  7.1766e+00,
         1.2920e+00,  1.3209e+01,  8.9439e+00, -4.7494e+00,  3.1108e+00,
         7.6837e+00,  4.5674e+00,  9.0780e+00,  4.8143e-01,  6.1617e+00,
         6.8786e+00,  1.7409e+00,  7.0848e+00,  8.8971e+00,  7.8928e-01,
         3.4799e+00,  2.9681e+00,  7.0072e+00, -1.2514e+00,  8.6699e+00,
        -5.8464e+00,  1.2320e+01,  1.2118e+00,  2.0976e+00, -1.4705e+00,
         6.5419e+00,  8.1830e+00, -3.1469e+00,  7.7200e+00,  3.5311e+00,
         8.9328e+00,  5.0523e+00,  8.0775e+00,  3.4770e+00,  1.8221e+00,
         3.2927e-01, -3.6282e+00,  6.5756e+00,  3.3773e+00, -3.8742e+00,
         6.8877e+00, -2.3018e+00,  8.1271e+00,  7.1806e+00,  6.5267e+00,
         3.4121e+00,  1.1657e+01,  3.3105e+00,  4.3504e-01,  1.1989e+01,
         4.0039e+00,  7.9123e+00,  5.0723e+00,  5.7883e+00,  4.7539e+00,
         1.5633e+00,  8.5898e+00,  6.3544e+00,  2.8928e+00,  6.3207e+00,
         5.0952e+00,  6.5878e+00,  3.5023e+00,  4.6077e+00,  3.5527e+00,
         2.8348e+00,  5.0441e+00,  7.9675e+00,  9.4139e-01,  6.6139e+00,
         4.0911e-01,  2.4649e-01,  2.5760e+00,  6.9764e+00,  3.7426e+00,
         3.2930e+00,  2.4261e+00,  1.5499e+00,  6.9275e+00,  9.9545e-01,
         1.6561e+00,  3.9177e+00,  1.2794e+01,  2.9648e+00,  2.6718e+00,
        -1.9836e+00,  1.7867e-01,  1.1334e+01,  5.3197e+00,  7.1413e+00,
         7.2099e+00,  1.1124e+01, -3.7089e+00,  1.6277e+00,  2.7328e+00,
        -2.3551e+00,  7.2304e+00,  6.5590e+00,  9.1494e-01,  4.4514e+00,
         3.8611e+00,  4.1923e+00, -4.0168e+00,  6.8358e+00,  5.6906e+00,
         1.3280e+00,  7.8532e+00,  5.1881e+00,  7.4413e+00,  4.9242e+00,
         1.1657e-01,  5.5793e+00,  2.2381e+00,  1.2624e+00,  3.7501e+00,
         2.1684e+00,  4.0913e+00,  4.5150e+00, -3.6436e+00,  6.2913e+00,
         5.8341e+00,  4.7395e+00, -2.1911e-01, -5.3259e+00,  3.0402e+00,
         4.9679e+00,  2.7267e+00,  5.8838e+00,  6.2907e+00, -1.0154e+00,
         5.2680e+00, -4.2844e-01,  2.5807e+00,  5.3732e+00,  6.3461e+00,
         8.8379e+00,  5.8873e+00, -3.7941e+00,  3.5801e+00,  1.1877e+01,
        -6.0501e+00,  1.0415e+01,  8.3781e+00,  7.3353e+00,  3.9210e+00,
         9.5791e+00,  7.5152e+00,  8.1999e+00,  7.1630e+00,  6.9856e+00,
         1.4929e+01,  5.6443e+00,  5.5351e-01, -5.4705e-03,  4.4693e+00,
         3.2213e-01,  2.7338e+00,  2.4388e+00, -1.8157e+00, -1.0833e+00,
         6.1024e+00,  1.0667e+01,  9.3038e+00,  1.5390e+00,  3.7320e+00,
         3.1152e+00,  1.0649e+01,  1.2408e+00,  6.9401e+00,  2.7605e+00,
         5.0972e+00,  5.3543e+00,  1.7988e+00,  6.7802e-01,  1.3377e+00,
         1.0419e+01, -1.2531e+00, -6.2367e-01,  6.4426e+00,  6.4320e+00],
       dtype=torch.float64)
